Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,KitchenQual,GarageCars,PoolQC,MoSold,YrSold,SaleType,SalePrice
887,90,RL,70,8393,Corner,NAmes,Duplex,1Story,5,1959,2005,TA,TA,2,NA,6,2006,WD,145000
888,50,RL,59,16466,Inside,Edwards,1Fam,1.5Fin,5,1955,1955,TA,TA,1,NA,4,2008,WD,135500
889,20,RL,95,15865,Inside,NAmes,1Fam,1Story,8,1970,1970,Gd,Gd,2,NA,10,2007,WD,268000
890,20,RL,128,12160,Inside,NAmes,1Fam,1Story,6,1953,1953,TA,TA,2,NA,2,2009,WD,149500
891,50,RL,60,8064,Corner,NAmes,1Fam,1.5Fin,5,1949,2006,TA,TA,2,NA,7,2007,WD,122900
892,60,RL,70,11184,Inside,Sawyer,1Fam,2Story,6,1978,1978,TA,TA,2,NA,7,2009,WD,172500
893,20,RL,70,8414,Inside,Sawyer,1Fam,1Story,6,1963,2003,TA,TA,1,NA,2,2006,WD,154500
894,20,RL,NA,13284,Inside,Sawyer,1Fam,1Story,5,1954,1954,TA,TA,1,NA,6,2008,WD,165000
895,90,RL,64,7018,Inside,SawyerW,Duplex,1Story,5,1979,1979,TA,TA,2,NA,6,2009,WD,118858
896,60,RL,71,7056,Inside,NAmes,1Fam,2Story,6,1963,1963,TA,TA,2,NA,10,2008,WD,140000
897,30,RM,50,8765,Inside,IDOTRR,1Fam,1Story,4,1936,1950,TA,TA,1,NA,4,2006,WD,106500
898,90,RL,64,7018,Inside,SawyerW,Duplex,2Story,5,1979,1979,TA,TA,2,NA,6,2009,WD,142953
899,20,RL,100,12919,Inside,NridgHt,1Fam,1Story,9,2009,2010,Ex,Ex,3,NA,3,2010,New,611657
900,20,RL,65,6993,Inside,Sawyer,1Fam,1Story,5,1961,1994,TA,TA,1,NA,6,2006,WD,135000
901,20,RL,NA,7340,Inside,NAmes,1Fam,1Story,4,1971,1971,TA,TA,1,NA,6,2007,WD,110000
902,20,RL,64,8712,Inside,NAmes,1Fam,1Story,5,1957,2000,TA,TA,1,NA,5,2009,WD,153000
903,60,RL,63,7875,Inside,Gilbert,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,7,2006,WD,180000
904,20,RL,50,14859,CulDSac,Gilbert,1Fam,1Story,7,2006,2006,Gd,Gd,3,NA,8,2006,New,240000
905,20,RL,NA,6173,Inside,Sawyer,1Fam,1Story,5,1967,1967,TA,TA,1,NA,8,2007,WD,125500
906,20,RL,80,9920,Inside,NAmes,1Fam,1Story,5,1954,1954,TA,TA,1,NA,2,2010,WD,128000
907,20,RL,116,13501,Corner,Somerst,1Fam,1Story,8,2006,2006,Gd,Gd,3,NA,6,2007,WD,255000
908,50,RL,86,11500,Inside,Crawfor,1Fam,1.5Fin,7,1936,1987,Gd,Gd,1,NA,6,2006,WD,250000
909,20,RL,NA,8885,Inside,Mitchel,1Fam,1Story,5,1983,1983,TA,TA,2,NA,6,2006,WD,131000
910,60,RL,149,12589,Inside,Gilbert,1Fam,2Story,6,2005,2005,Gd,Gd,2,NA,6,2009,WD,174000
911,90,RL,80,11600,Corner,NAmes,Duplex,2Story,5,1960,1960,TA,TA,2,NA,1,2010,WD,154300
912,20,RL,NA,9286,CulDSac,CollgCr,1Fam,1Story,5,1977,1989,TA,Gd,1,NA,10,2009,WD,143500
913,30,RM,51,6120,Inside,BrkSide,1Fam,1Story,5,1925,1950,TA,TA,1,NA,7,2006,WD,88000
914,90,RH,82,6270,Inside,Crawfor,Duplex,2Story,5,1949,1950,TA,TA,3,NA,8,2007,WD,145000
915,160,FV,30,3000,Inside,Somerst,TwnhsE,2Story,6,2009,2009,Gd,Gd,2,NA,6,2009,New,173733
916,160,RM,21,2001,Inside,MeadowV,Twnhs,2Story,4,1970,1970,TA,TA,1,NA,1,2007,WD,75000
917,20,C (all),50,9000,Inside,IDOTRR,1Fam,1Story,2,1949,1950,TA,TA,1,NA,10,2006,WD,35311
918,20,RL,NA,17140,Inside,Edwards,1Fam,1Story,4,1956,1956,TA,TA,1,NA,4,2009,WD,135000
919,60,RL,103,13125,Corner,SawyerW,1Fam,2Story,7,1991,1991,Gd,Gd,3,NA,11,2007,WD,238000
920,20,RL,87,11029,Corner,NAmes,1Fam,1Story,6,1958,2002,Ex,TA,2,NA,5,2008,WD,176500
921,60,RL,70,8462,Inside,SawyerW,1Fam,2Story,6,1994,1994,Gd,Gd,2,NA,7,2007,WD,201000
922,90,RL,67,8777,Inside,Edwards,Duplex,1.5Fin,5,1900,2003,TA,TA,0,NA,9,2008,WD,145900
923,20,RL,65,10237,Inside,Gilbert,1Fam,1Story,6,2005,2006,Gd,Gd,2,NA,10,2006,New,169990
924,120,RL,50,8012,Inside,SawyerW,TwnhsE,1Story,6,1993,1994,Gd,Gd,2,NA,7,2008,WD,193000
925,20,RL,79,10240,Inside,NWAmes,1Fam,1Story,6,1980,1980,TA,TA,2,NA,5,2006,WD,207500
926,20,RL,NA,15611,Corner,NWAmes,1Fam,1Story,5,1977,1977,TA,Ex,2,NA,3,2008,WD,175000
927,60,RL,93,11999,Inside,NridgHt,1Fam,2Story,8,2003,2004,Gd,Ex,3,NA,5,2007,WD,285000
928,60,RL,NA,9900,Inside,NWAmes,1Fam,2Story,7,1968,1968,TA,TA,2,NA,4,2008,WD,176000
929,20,RL,NA,11838,Inside,CollgCr,1Fam,1Story,8,2001,2001,Gd,Ex,2,NA,6,2009,WD,236500
930,60,RL,NA,13006,Corner,Gilbert,1Fam,2Story,7,1997,1997,TA,Gd,2,NA,11,2006,WD,222000
931,20,RL,73,8925,Inside,Timber,1Fam,1Story,8,2007,2007,Gd,Gd,3,NA,7,2009,WD,201000
932,20,RL,70,9100,Inside,NAmes,1Fam,1Story,5,1965,1965,TA,TA,1,NA,7,2009,WD,117500
933,20,RL,84,11670,Corner,Somerst,1Fam,1Story,9,2006,2006,Ex,Ex,3,NA,3,2007,WD,320000
934,20,RL,63,8487,FR2,CollgCr,1Fam,1Story,7,2004,2004,Gd,Gd,2,NA,8,2009,WD,190000
935,20,RL,313,27650,Inside,NAmes,1Fam,1Story,7,1960,2007,TA,Gd,2,NA,11,2008,WD,242000
936,30,RL,52,5825,Inside,BrkSide,1Fam,1Story,4,1926,1953,TA,TA,2,NA,6,2006,WD,79900
937,20,RL,67,10083,Inside,SawyerW,1Fam,1Story,7,2003,2003,Gd,Gd,2,NA,8,2009,WD,184900
938,60,RL,75,9675,Inside,Somerst,1Fam,2Story,7,2005,2005,Gd,Gd,2,NA,2,2009,WD,253000
939,60,RL,73,8760,Inside,CollgCr,1Fam,2Story,7,2006,2006,Gd,Gd,3,NA,8,2006,New,239799
940,70,RL,NA,24090,Inside,ClearCr,1Fam,2Story,7,1940,1950,TA,TA,1,NA,6,2010,COD,244400
941,90,RL,55,12640,Inside,Mitchel,Duplex,1Story,6,1976,1976,TA,TA,2,NA,7,2006,WD,150900
942,60,RL,NA,8755,FR2,Gilbert,1Fam,2Story,7,1999,1999,Gd,Gd,2,NA,6,2009,WD,214000
943,90,RL,42,7711,Inside,Edwards,Duplex,1Story,4,1977,1977,TA,TA,0,NA,8,2007,Oth,150000
944,90,RL,100,25000,Inside,Mitchel,Duplex,1Story,5,1967,1967,TA,TA,2,NA,6,2007,WD,143000
945,20,RL,NA,14375,CulDSac,Timber,1Fam,SLvl,6,1958,1958,TA,Gd,2,NA,1,2009,COD,137500
946,50,RM,98,8820,Corner,OldTown,1Fam,1.5Fin,5,1890,1996,TA,TA,2,NA,9,2009,WD,124900
947,80,RL,70,8163,Inside,NAmes,1Fam,SLvl,5,1959,1959,TA,TA,1,NA,3,2006,WD,143000
948,20,RL,85,14536,Inside,Timber,1Fam,1Story,8,2002,2003,Gd,Gd,3,NA,11,2007,WD,270000
949,60,RL,65,14006,Inside,CollgCr,1Fam,2Story,7,2002,2002,Gd,Gd,2,NA,2,2006,WD,192500
950,20,RL,78,9360,Inside,NWAmes,1Fam,1Story,6,1972,2006,TA,Gd,2,NA,3,2010,WD,197500
951,20,RL,60,7200,Inside,NAmes,1Fam,1Story,5,1950,2002,TA,Gd,2,NA,7,2007,WD,129000
952,20,RH,60,7800,Corner,SawyerW,1Fam,1Story,5,1965,1965,TA,TA,1,NA,7,2006,WD,119900
953,85,RL,60,7200,Inside,CollgCr,1Fam,SFoyer,5,1972,2003,TA,TA,1,NA,4,2009,WD,133900
954,60,RL,NA,11075,Inside,Mitchel,1Fam,2Story,5,1969,1969,TA,TA,2,NA,9,2008,WD,172000
955,90,RL,35,9400,CulDSac,Edwards,Duplex,SFoyer,6,1975,1975,TA,TA,0,NA,10,2006,WD,127500
956,90,RH,82,7136,Inside,Crawfor,Duplex,2Story,6,1946,1950,TA,TA,2,NA,8,2007,WD,145000
957,160,RM,24,1300,Inside,Blueste,TwnhsE,2Story,6,1980,1980,TA,TA,2,NA,5,2009,WD,124000
958,20,RL,70,7420,Inside,Sawyer,1Fam,1Story,5,1962,1962,TA,TA,2,NA,4,2007,WD,132000
959,20,RL,65,8450,Inside,CollgCr,1Fam,1Story,7,2003,2003,Gd,Gd,2,NA,10,2007,WD,185000
960,160,FV,24,2572,FR2,Somerst,Twnhs,2Story,7,1999,1999,Gd,Gd,2,NA,5,2010,WD,155000
961,20,RL,50,7207,Inside,BrkSide,1Fam,1Story,5,1958,2008,TA,TA,0,NA,2,2010,WD,116500
962,60,RL,NA,12227,Corner,NWAmes,1Fam,2Story,6,1977,1995,TA,TA,2,NA,7,2008,WD,272000
963,160,RL,24,2308,Corner,NPkVill,TwnhsE,2Story,6,1976,1976,TA,Gd,2,NA,7,2007,WD,155000
964,20,RL,122,11923,Corner,CollgCr,1Fam,1Story,9,2007,2007,Gd,Ex,2,NA,5,2009,WD,239000
965,60,RL,80,11316,Corner,Timber,1Fam,2Story,7,2002,2003,Gd,Gd,2,NA,2,2010,WD,214900
966,60,RL,65,10237,Inside,Gilbert,1Fam,2Story,6,2005,2007,Gd,Gd,2,NA,7,2007,New,178900
967,50,RL,130,9600,Inside,Crawfor,1Fam,1.5Fin,5,1940,1950,Gd,TA,1,NA,6,2009,WD,160000
968,20,RL,NA,7390,Inside,NAmes,1Fam,1Story,5,1955,1955,TA,TA,1,NA,7,2008,WD,135000
969,50,RM,50,5925,Inside,OldTown,1Fam,1.5Fin,3,1910,1950,TA,TA,0,NA,5,2009,WD,37900
970,190,RL,75,10382,Inside,NAmes,2fmCon,SLvl,6,1958,1958,TA,TA,1,NA,3,2006,ConLD,140000
971,50,RL,60,10800,Inside,NAmes,1Fam,1.5Fin,4,1949,1950,TA,TA,0,NA,12,2006,WD,135000
972,160,RL,36,2268,Inside,NridgHt,Twnhs,2Story,7,2003,2004,Gd,Gd,2,NA,7,2009,WD,173000
973,120,RL,55,7892,Inside,SawyerW,TwnhsE,1Story,6,1979,1979,TA,TA,1,NA,4,2010,WD,99500
974,20,FV,95,11639,Corner,Somerst,1Fam,1Story,7,2007,2008,Gd,Gd,2,NA,12,2008,New,182000
975,70,RL,60,11414,Corner,BrkSide,1Fam,2Story,7,1910,1993,TA,Gd,2,NA,10,2009,WD,167500
976,160,FV,NA,2651,FR2,Somerst,Twnhs,2Story,7,2000,2000,Gd,Gd,2,NA,4,2006,WD,165000
977,30,RL,51,5900,Inside,BrkSide,1Fam,1Story,4,1923,1958,TA,Fa,0,NA,8,2006,WD,85500
978,120,FV,35,4274,Inside,Somerst,TwnhsE,1Story,7,2006,2007,Gd,Gd,2,NA,11,2007,New,199900
979,20,RL,68,9450,Inside,Edwards,1Fam,1Story,4,1954,1954,TA,TA,2,NA,5,2007,WD,110000
980,20,RL,80,8816,Corner,Sawyer,1Fam,1Story,5,1963,1963,TA,TA,2,NA,6,2009,WD,139000
981,85,RL,NA,12122,Corner,NAmes,1Fam,SFoyer,7,1961,2007,Ex,Ex,2,NA,7,2008,WD,178400
982,60,RL,98,12203,Corner,NoRidge,1Fam,2Story,8,1998,1999,Gd,Gd,3,NA,7,2009,WD,336000
983,20,RL,43,3182,Inside,Blmngtn,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,3,2008,WD,159895
984,60,RL,NA,11250,Corner,CollgCr,1Fam,2Story,8,2002,2002,Gd,Gd,2,NA,5,2008,WD,255900
985,90,RL,75,10125,Inside,Mitchel,Duplex,1.5Fin,5,1977,1977,TA,Gd,2,NA,8,2009,COD,126000
986,190,RL,68,10880,Inside,Edwards,2fmCon,1Story,5,1950,1950,TA,TA,1,NA,8,2008,ConLD,125000
987,50,RM,59,5310,Corner,OldTown,1Fam,1.5Fin,6,1910,2003,TA,Gd,1,NA,6,2006,WD,117000
988,20,RL,83,10159,Inside,NridgHt,1Fam,1Story,9,2009,2010,Ex,Ex,3,NA,4,2010,New,395192
989,60,RL,NA,12046,Inside,NWAmes,1Fam,2Story,6,1976,1976,TA,Gd,2,NA,6,2007,WD,195000
990,60,FV,65,8125,Inside,Somerst,1Fam,2Story,7,2006,2006,Gd,Gd,2,NA,8,2006,New,197000
991,60,RL,82,9452,Inside,NoRidge,1Fam,2Story,8,1997,1998,Gd,Gd,3,NA,6,2006,WD,348000
992,70,RM,121,17671,Corner,OldTown,1Fam,2Story,8,1882,1986,Gd,Gd,2,NA,11,2009,WD,168000
993,60,RL,80,9760,Inside,NAmes,1Fam,2Story,6,1964,1993,TA,Gd,2,NA,7,2007,WD,187000
994,60,RL,68,8846,Inside,CollgCr,1Fam,2Story,6,2005,2006,TA,Gd,2,NA,8,2006,New,173900
995,20,RL,96,12456,FR2,NridgHt,1Fam,1Story,10,2006,2007,Ex,Ex,3,NA,7,2009,WD,337500
996,50,RL,51,4712,Inside,BrkSide,1Fam,1.5Fin,4,1946,1950,TA,TA,1,NA,8,2006,WD,121600
997,20,RL,NA,10659,Inside,NAmes,1Fam,1Story,5,1961,1961,TA,TA,1,NA,1,2006,COD,136500
998,20,RL,NA,11717,Inside,NWAmes,1Fam,1Story,6,1970,1970,TA,TA,2,NA,2,2009,WD,185000
999,30,RM,60,9786,Inside,IDOTRR,1Fam,1Story,3,1922,1950,TA,TA,1,NA,5,2006,WD,91000
1000,20,RL,64,6762,Inside,CollgCr,1Fam,1Story,7,2006,2006,Gd,Gd,2,NA,2,2010,WD,206000
1001,20,RL,74,10206,Corner,Edwards,1Fam,1Story,3,1952,1952,TA,Fa,2,NA,7,2009,WD,82000
1002,30,RL,60,5400,Corner,OldTown,1Fam,1Story,5,1920,1950,TA,Ex,1,NA,1,2007,WD,86000
1003,20,RL,75,11957,Inside,Somerst,1Fam,1Story,8,2006,2006,Gd,Gd,3,NA,7,2008,WD,232000
1004,90,RL,NA,11500,Corner,NWAmes,Duplex,1Story,5,1976,1976,TA,TA,2,NA,6,2007,WD,136905
1005,120,RL,43,3182,Inside,Blmngtn,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,5,2009,WD,181000
1006,80,RL,65,8385,Inside,CollgCr,1Fam,SLvl,5,1977,1977,Gd,TA,1,NA,11,2008,WD,149900
1007,20,RL,NA,12155,Inside,NAmes,1Fam,1Story,6,1970,1970,TA,TA,2,NA,3,2007,WD,163500
1008,160,RM,21,2217,Inside,MeadowV,TwnhsE,2Story,4,1970,1970,TA,TA,1,NA,8,2009,WD,88000
1009,20,RL,43,12118,CulDSac,Mitchel,1Fam,1Story,7,2004,2005,Gd,Gd,2,NA,4,2009,WD,240000
1010,50,RL,60,6000,Inside,SWISU,1Fam,1.5Fin,5,1926,1950,TA,TA,0,NA,6,2006,WD,102000
1011,50,RL,115,21286,Inside,Sawyer,1Fam,1.5Fin,5,1948,1950,TA,TA,1,NA,8,2008,WD,135000
1012,90,RL,75,9825,Inside,Edwards,Duplex,1Story,5,1965,1965,TA,TA,0,NA,5,2010,WD,100000
1013,70,RL,55,10592,Inside,Crawfor,1Fam,2Story,6,1923,1996,TA,Gd,1,NA,8,2007,WD,165000
1014,30,RM,60,7200,Inside,OldTown,1Fam,1Story,5,1910,2006,TA,TA,1,NA,6,2009,WD,85000
1015,20,RL,60,11664,Inside,NAmes,1Fam,1Story,6,1948,1950,TA,TA,1,NA,11,2007,WD,119200
1016,60,RL,70,8400,Inside,NWAmes,1Fam,2Story,8,2001,2001,Gd,Gd,2,NA,11,2009,WD,227000
1017,20,RL,73,11883,Inside,CollgCr,1Fam,1Story,7,1996,1996,Gd,Gd,2,NA,6,2009,WD,203000
1018,120,RL,NA,5814,CulDSac,StoneBr,TwnhsE,1Story,8,1984,1984,Gd,Gd,2,NA,8,2009,COD,187500
1019,80,RL,NA,10784,FR2,Gilbert,1Fam,SLvl,7,1991,1992,Gd,Gd,2,NA,5,2007,WD,160000
1020,120,RL,43,3013,Inside,Blmngtn,TwnhsE,1Story,7,2005,2005,Gd,Gd,2,NA,4,2006,WD,213490
1021,20,RL,60,7024,Inside,Edwards,1Fam,1Story,4,2005,2005,TA,Gd,2,NA,6,2008,WD,176000
1022,20,RL,64,7406,Inside,CollgCr,1Fam,1Story,7,2006,2006,Gd,Gd,2,NA,7,2006,New,194000
1023,50,RM,52,9439,Inside,OldTown,1Fam,1.5Fin,5,1930,1950,TA,TA,1,NA,3,2007,WD,87000
1024,120,RL,43,3182,Inside,Blmngtn,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,5,2008,WD,191000
1025,20,RL,NA,15498,Corner,Timber,1Fam,1Story,8,1976,1976,Gd,Gd,2,NA,5,2008,COD,287000
1026,20,RL,70,7700,Corner,CollgCr,1Fam,1Story,5,1972,1972,TA,TA,2,NA,3,2007,WD,112500
1027,20,RL,73,9300,Inside,NAmes,1Fam,1Story,5,1960,1960,TA,TA,2,NA,4,2010,WD,167500
1028,20,RL,71,9520,Inside,Timber,1Fam,1Story,8,2007,2008,Gd,Gd,3,NA,4,2008,New,293077
1029,50,RL,79,9492,Inside,NAmes,1Fam,1.5Fin,5,1941,1950,TA,TA,1,NA,4,2007,WD,105000
1030,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1972,1972,TA,TA,1,NA,5,2006,WD,118000
1031,190,RH,NA,7082,Inside,SWISU,2fmCon,2Story,5,1916,1995,TA,TA,0,NA,7,2006,WD,160000
1032,75,RL,102,15863,Corner,SWISU,1Fam,2.5Fin,7,1920,1970,TA,TA,2,NA,8,2009,WD,197000
1033,60,RL,NA,14541,Corner,NoRidge,1Fam,2Story,8,1993,1993,Gd,Gd,3,NA,11,2006,WD,310000
1034,20,RL,NA,8125,Inside,CollgCr,1Fam,1Story,7,2002,2002,Gd,Gd,3,NA,2,2006,WD,230000
1035,30,RL,50,6305,Inside,Crawfor,1Fam,1Story,5,1938,1950,TA,Fa,1,NA,6,2007,WD,119750
1036,20,RL,NA,11500,CulDSac,Edwards,1Fam,1Story,4,1957,1957,TA,TA,1,NA,1,2009,WD,84000
1037,20,RL,89,12898,Inside,Timber,1Fam,1Story,9,2007,2008,Gd,Ex,3,NA,9,2009,WD,315500
1038,60,RL,NA,9240,Inside,CollgCr,1Fam,2Story,8,2001,2002,Gd,Gd,2,NA,9,2008,WD,287000
1039,160,RM,21,1533,Inside,MeadowV,Twnhs,2Story,4,1970,2008,TA,TA,0,NA,5,2009,WD,97000
1040,180,RM,21,1477,Inside,MeadowV,TwnhsE,SFoyer,4,1970,1970,TA,TA,1,NA,4,2009,WD,80000
1041,20,RL,88,13125,Corner,Sawyer,1Fam,1Story,5,1957,2000,TA,TA,2,NA,1,2006,WD,155000
1042,60,RL,NA,9130,Inside,NWAmes,1Fam,2Story,6,1966,2000,TA,Gd,2,NA,7,2008,WD,173000
1043,120,RL,34,5381,Inside,NridgHt,Twnhs,1Story,6,2005,2005,Gd,Gd,2,NA,8,2009,WD,196000
1044,60,RL,86,11839,Inside,SawyerW,1Fam,2Story,7,1990,1990,TA,Gd,2,NA,5,2008,WD,262280
1045,20,RL,80,9600,Inside,NWAmes,1Fam,1Story,8,1981,1981,Gd,Gd,2,NA,7,2009,WD,278000
1046,20,RL,NA,13680,CulDSac,Edwards,1Fam,1Story,3,1955,1955,TA,TA,2,NA,6,2009,WD,139600
1047,60,RL,85,16056,Inside,StoneBr,1Fam,2Story,9,2005,2006,Gd,Ex,3,NA,7,2006,New,556581
1048,20,RL,57,9245,Inside,CollgCr,1Fam,1Story,5,1994,1995,TA,TA,2,NA,2,2008,WD,145000
1049,20,RL,100,21750,Inside,Mitchel,1Fam,1Story,5,1960,2006,TA,TA,2,NA,11,2009,WD,115000
1050,20,RL,60,11100,Inside,Edwards,1Fam,1Story,4,1946,2006,TA,Gd,1,NA,4,2010,WD,84900
1051,20,RL,73,8993,Inside,Gilbert,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,8,2007,New,176485
1052,20,RL,103,11175,Corner,CollgCr,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,10,2007,New,200141
1053,60,RL,100,9500,Corner,NAmes,1Fam,2Story,6,1964,1978,TA,TA,2,NA,6,2007,WD,165000
1054,20,RL,68,8562,Inside,Edwards,1Fam,1Story,5,1957,2002,TA,TA,1,NA,5,2010,WD,144500
1055,60,RL,90,11367,Corner,CollgCr,1Fam,2Story,8,2002,2002,Gd,Gd,2,NA,11,2006,WD,255000
1056,20,RL,104,11361,Inside,NWAmes,1Fam,1Story,6,1976,1976,TA,TA,2,NA,5,2008,COD,180000
1057,120,RL,43,7052,Inside,NridgHt,TwnhsE,1Story,7,2005,2005,Gd,Gd,2,NA,6,2006,WD,185850
1058,60,RL,NA,29959,FR2,NoRidge,1Fam,2Story,7,1994,1994,Gd,Gd,2,NA,1,2009,WD,248000
1059,60,RL,96,11308,Inside,NridgHt,1Fam,2Story,9,2008,2008,Ex,Ex,3,NA,7,2009,WD,335000
1060,50,RL,NA,11275,Corner,Crawfor,1Fam,1.5Fin,6,1932,1950,TA,TA,2,NA,3,2007,WD,220000
1061,120,RL,41,4920,Inside,StoneBr,TwnhsE,1Story,8,2001,2001,Gd,Gd,2,NA,4,2010,WD,213500
1062,30,C (all),120,18000,Inside,IDOTRR,1Fam,1Story,3,1935,1950,Fa,TA,3,NA,8,2008,ConLD,81000
1063,190,RM,85,13600,Inside,OldTown,2fmCon,2Story,5,1900,1950,TA,TA,2,NA,9,2007,WD,90000
1064,30,RM,50,6000,Inside,OldTown,1Fam,1Story,6,1925,1980,TA,Gd,2,NA,7,2006,WD,110500
1065,20,RL,NA,11000,CulDSac,NAmes,1Fam,1Story,5,1966,1966,TA,TA,2,NA,11,2009,WD,154000
1066,60,RL,80,14000,Inside,ClearCr,1Fam,2Story,7,1996,1997,Gd,Gd,2,NA,4,2010,WD,328000
1067,60,RL,59,7837,Inside,Gilbert,1Fam,2Story,6,1993,1994,Gd,TA,2,NA,5,2009,WD,178000
1068,60,RL,80,9760,Inside,NAmes,1Fam,2Story,6,1964,1964,TA,TA,2,NA,6,2008,WD,167900
1069,160,RM,42,3964,Inside,MeadowV,TwnhsE,2Story,6,1973,1973,TA,TA,2,NA,6,2006,WD,151400
1070,45,RL,60,9600,Inside,NAmes,1Fam,1.5Unf,5,1949,2003,TA,Gd,2,NA,5,2007,WD,135000
1071,20,RL,72,10152,Inside,NAmes,1Fam,1Story,5,1956,1956,TA,TA,1,NA,6,2007,WD,135000
1072,60,RL,78,11700,Inside,NWAmes,1Fam,2Story,6,1968,1968,TA,TA,2,NA,5,2009,WD,154000
1073,50,RL,50,7585,Inside,Edwards,1Fam,1.5Fin,5,1948,1950,TA,TA,1,NA,8,2006,WD,91500
1074,60,RL,75,7950,Corner,Edwards,1Fam,2Story,6,1977,1977,TA,TA,2,NA,7,2009,WD,159500
1075,20,RL,74,8556,Inside,CollgCr,1Fam,1Story,7,2006,2006,Gd,Gd,3,NA,5,2007,WD,194000
1076,70,RL,75,13125,Inside,Crawfor,1Fam,2Story,7,1940,1984,TA,TA,1,NA,7,2007,CWD,219500
1077,50,RL,60,10800,Inside,OldTown,1Fam,1.5Fin,5,1936,1989,TA,Gd,2,NA,4,2006,WD,170000
1078,20,RL,NA,15870,Corner,NAmes,1Fam,1Story,5,1969,1969,TA,TA,1,NA,3,2006,WD,138800
1079,120,RM,37,4435,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,Gd,Gd,2,NA,5,2006,WD,155900
1080,20,RL,65,8775,Inside,CollgCr,1Fam,1Story,5,1994,1994,TA,TA,1,NA,4,2007,WD,126000
1081,20,RL,80,11040,Inside,NWAmes,1Fam,1Story,6,1971,2004,Gd,Gd,2,NA,10,2008,COD,145000
1082,20,RL,75,7500,Corner,Sawyer,1Fam,1Story,5,1963,1963,TA,TA,1,NA,6,2010,WD,133000
1083,20,RL,70,8749,Inside,CollgCr,1Fam,1Story,7,2002,2002,Gd,Gd,2,NA,9,2007,WD,192000
1084,20,RL,80,8800,Inside,NAmes,1Fam,1Story,6,1964,1964,TA,TA,1,NA,3,2006,WD,160000
1085,60,RL,NA,13031,Corner,Gilbert,1Fam,2Story,6,1995,1996,TA,TA,2,NA,7,2006,WD,187500
1086,85,RL,73,9069,Inside,SawyerW,1Fam,SFoyer,6,1992,1992,TA,Gd,2,NA,4,2010,WD,147000
1087,160,RM,NA,1974,Inside,MeadowV,TwnhsE,2Story,4,1973,1973,TA,TA,1,NA,5,2010,WD,83500
1088,60,FV,85,10574,Inside,Somerst,1Fam,2Story,8,2005,2006,Gd,Gd,3,NA,5,2009,WD,252000
1089,160,RM,24,2522,Inside,Edwards,Twnhs,2Story,7,2004,2004,Gd,Gd,2,NA,4,2006,WD,137500
1090,120,FV,37,3316,Inside,Somerst,TwnhsE,1Story,8,2005,2005,Gd,Gd,2,NA,4,2006,WD,197000
1091,90,RL,60,8544,Corner,NAmes,Duplex,1Story,3,1950,1950,TA,TA,2,NA,6,2009,WD,92900
1092,160,FV,24,2160,Inside,Somerst,Twnhs,2Story,7,1999,2000,Gd,Gd,2,NA,3,2008,WD,160000
1093,50,RL,60,8400,Inside,SWISU,1Fam,1.5Fin,6,1925,1950,TA,TA,2,NA,6,2008,WD,136500
1094,20,RL,71,9230,Corner,NAmes,1Fam,1Story,5,1965,1998,TA,Gd,2,NA,10,2006,WD,146000
1095,20,RL,74,5868,Inside,NAmes,1Fam,1Story,5,1956,2000,TA,TA,1,NA,5,2010,WD,129000
1096,20,RL,78,9317,Inside,CollgCr,1Fam,1Story,6,2006,2006,Gd,Gd,2,NA,3,2007,WD,176432
1097,70,RM,60,6882,Inside,IDOTRR,1Fam,2Story,6,1914,2006,TA,Gd,0,NA,3,2007,WD,127000
1098,120,RL,NA,3696,Inside,StoneBr,TwnhsE,1Story,8,1986,1986,Gd,Gd,2,NA,10,2007,WD,170000
1099,50,RM,50,6000,Inside,BrkSide,1Fam,1.5Fin,4,1936,1950,TA,TA,1,NA,7,2009,WD,128000
1100,20,RL,82,11880,Inside,NWAmes,1Fam,1Story,7,1978,1978,TA,TA,2,NA,4,2009,COD,157000
1101,30,RL,60,8400,Inside,SWISU,1Fam,1Story,2,1920,1950,TA,Fa,1,NA,1,2009,WD,60000
1102,20,RL,61,9758,Inside,NAmes,1Fam,1Story,5,1971,1971,TA,TA,1,NA,7,2007,WD,119500
1103,20,RL,70,7000,Inside,NAmes,1Fam,1Story,5,1960,2002,TA,TA,1,NA,4,2007,WD,135000
1104,20,RL,79,8910,Corner,NAmes,1Fam,1Story,6,1959,1959,TA,TA,2,NA,7,2006,WD,159500
1105,160,RM,24,2016,Inside,BrDale,TwnhsE,2Story,5,1970,1970,TA,TA,2,NA,4,2007,WD,106000
1106,60,RL,98,12256,Corner,NoRidge,1Fam,2Story,8,1994,1995,Gd,Gd,2,NA,4,2010,WD,325000
